listing_id,price,rating,listing_added,name,host_id,host_name,room_type,number_of_reviews,last_review,reviews_per_month,availability_365,number_of_stays,5_stars,latitude,longitude,borough,neighbourhood,is_rated
27521147,799.0,4.106128956659152,2018-12-14,Empire State views LUXURY 3BR/2BA w terrace+Gym,131493626,Maya,Entire place,5,2019-06-19,0.55,340,6.0,0.7884922669413735,40.74828,-73.97917,Manhattan,Murray Hill,1
27524142,50.0,3.585537895261541,2018-05-30,Gorgeous Room With Private Entrance & Backyard,14278851,Alessandra,Private room,2,2018-12-03,0.22,15,2.4,0.7532523052372291,40.7043,-73.91136999999998,Queens,Ridgewood,1
27526697,55.0,4.312365268961532,2018-04-03,Spacious+Sunny Queens Room. Full kitchen+Roof apt.,20909506,Camile,Private room,2,2018-10-07,0.18,0,2.4,0.7740993068217592,40.76519,-73.91067,Queens,Astoria,1
27528305,285.0,3.42435957996275,2018-12-25,Luxurious Hell’s Kitchen Famous Vibrant NYC!,7985095,Douglas,Entire place,44,2019-06-30,4.05,70,52.8,0.7114676055808608,40.7645,-73.98788,Manhattan,Hell's Kitchen,1
27529564,60.0,4.3098043318128685,2018-11-21,Queen size bedroom,207651513,Nour,Private room,49,2019-05-27,4.85,0,58.8,0.7671147904765037,40.80907,-73.94444,Manhattan,Harlem,1
27544396,295.0,4.522305022827588,2018-12-26,1 bedroom apt. in the heart of Upper West Side,111587063,Kirill,Entire place,24,2019-07-01,2.28,70,28.8,0.9245955250365936,40.79291,-73.97599,Manhattan,Upper West Side,1
27546831,50.0,3.772610066122765,2018-08-12,Van Cortlandt Multi-Unit Building,207661442,Marcia,Private room,1,2019-02-15,0.21,61,1.2,0.6150476167624486,40.88445,-73.89663,Bronx,Kingsbridge,1
27551268,150.0,4.977739473331882,2019-01-01,Studio Gem in Heart of Manhattan (Chelsea),2058584,Andrei,Entire place,7,2019-07-07,0.82,3,8.4,0.6596603646496237,40.74554000000001,-74.00595,Manhattan,Chelsea,1
27551436,80.0,4.719848904596336,2018-12-25,Eco Chic Bedroom in Amazing Neighborhood,87757867,Gennaro,Private room,54,2019-06-30,4.98,311,64.8,0.9043161473056912,40.68517,-73.99545,Brooklyn,Cobble Hill,1
27551619,65.0,3.173998703873167,2018-12-18,Spacious room with private bathroom,39285391,Siham,Private room,56,2019-06-23,5.27,49,67.2,0.6051621021366369,40.68592,-73.92331,Brooklyn,Bedford-Stuyvesant,1
27551715,170.0,3.402839981757916,2018-12-05,Brand New Brooklyn Apartment,14049772,Vanessa,Entire place,12,2019-06-10,1.17,308,14.4,0.6857829049345339,40.61968,-74.00656,Brooklyn,Dyker Heights,1
27551807,689.0,4.995201004603448,2018-11-17,The St Marks: A large 7 bedroom 15 mins to Manhtan,5589082,Jenn & JJ,Entire place,18,2019-05-23,1.61,340,21.6,0.8328856099882519,40.67578,-73.94159,Brooklyn,Crown Heights,1
27552770,43.0,4.172040627155488,2018-12-06,Sunny Cozy Room in Bedstuy,14377035,Sebastián Y Natalia,Private room,10,2019-06-11,1.02,0,12.0,0.7068950450737851,40.68529,-73.95438,Brooklyn,Bedford-Stuyvesant,1
27554578,125.0,3.4903812035005988,2018-03-10,Williamsburg Loft Private Bedroom,23635330,Marissa,Private room,3,2018-09-13,0.27,54,3.6,0.6680067409894125,40.71547,-73.94686,Brooklyn,Williamsburg,1
27570295,142.0,4.864643314288214,2018-04-09,Super Cute 1 Bedroom Best Location,61391963,Corporate Housing,Entire place,1,2018-10-13,0.11,364,1.2,0.7600470699983797,40.74211,-73.97887,Manhattan,Kips Bay,1
27571163,150.0,3.303208718934715,2018-12-25,"Beautiful S Williamsburg 1 Bdrm near G,L,J,M,Z",24862289,Thaddeus,Entire place,9,2019-06-30,0.89,0,10.8,0.7005810652438277,40.70865,-73.94631,Brooklyn,Williamsburg,1
27572554,65.0,3.9775385187576338,2018-10-24,Sunny Master Bedroom In Prime Williamsburg 30 Days,120749029,Joe And Shelly,Private room,4,2019-04-29,0.44,154,4.8,0.6221645179805467,40.70722,-73.94121,Brooklyn,Williamsburg,1
27573704,75.0,3.902020181699612,2018-03-05,Beautiful private room in luxury building,44514753,Jonathan,Private room,2,2018-09-08,0.19,0,2.4,0.7604081519013322,40.71239,-73.95271,Brooklyn,Williamsburg,1
27577076,175.0,3.4681883589101927,2018-12-23,Grand 2 bed Apartment in Heart of Harlem,8663057,Alli,Entire place,27,2019-06-28,2.53,128,32.4,0.6897371769565696,40.80226,-73.93583000000002,Manhattan,East Harlem,1
27579255,59.0,3.5578934147355747,2018-11-05,Loft Style Bushwick Apartment,16725437,Tobias,Private room,8,2019-05-11,0.74,177,9.6,0.7893045867171002,40.70432,-73.91897,Brooklyn,Bushwick,1
27579844,339.0,4.916456582564116,2018-09-28,Wyndham Midtown 45 (2 Bedroom Presidential) 6A,100238132,Michael,Entire place,4,2019-04-03,0.41,0,4.8,0.7528739364250453,40.75216,-73.97351,Manhattan,Midtown,1
27580328,195.0,4.788293961046748,2018-12-18,Large comfortable home 2 blocks from Times Square,207833780,Genisley,Entire place,53,2019-06-23,4.86,150,63.6,0.9235612238429738,40.76228,-73.99025999999998,Manhattan,Hell's Kitchen,1
27593369,150.0,4.148301446285323,2018-12-06,Small humble apartment in perfect location LES,208206416,Mina,Entire place,8,2019-06-11,0.79,290,9.6,0.6132613642825961,40.71815,-73.98858,Manhattan,Lower East Side,1
27602495,60.0,4.263478730991311,2018-11-20,New York Apartment,15322945,Loris,Private room,26,2019-05-26,2.36,365,31.2,0.7660185726605482,40.86139,-73.92744,Manhattan,Inwood,1
27606109,42.0,3.91069337463064,2018-11-21,Cozy Bklyn Minimalism Private Bdrm in 2Bdrm w/ Gym,22011768,Javonne,Private room,34,2019-05-27,3.29,9,40.8,0.634767643061379,40.69178,-73.9486,Brooklyn,Bedford-Stuyvesant,1
27606720,120.0,3.1215419299461464,2018-12-08,Serene Bedroom & Boudoir in Design Loft,16356851,Sophia,Private room,8,2019-06-13,0.79,179,9.6,0.6734510330746385,40.73439000000001,-73.95839000000002,Brooklyn,Greenpoint,1
27610245,125.0,3.1582495836424327,2018-12-14,Brand New 1 Bedroom w/Parking-25 Mins to Manhattan,59765638,Philip,Entire place,16,2019-06-19,1.51,123,19.2,0.6137704783292292,40.76561,-73.7464,Queens,Douglaston,1
27610753,165.0,4.760731139962643,2018-12-27,Historic Brooklyn Brownstone Apartment,208346552,Adrian,Entire place,55,2019-07-02,5.11,37,66.0,0.8875710244553126,40.65818,-73.98031,Brooklyn,Windsor Terrace,1
27612876,80.0,4.09177527604108,2018-11-13,Spotless room w/attached bath. Center of Flushing,205745676,Liqin,Private room,21,2019-05-19,1.9,362,25.2,0.6161140219257027,40.7594,-73.81971,Queens,Flushing,1
27622210,180.0,4.374555711486133,2018-12-11,Quiet and modern Williamsburg garden 1BR,402569,Celia,Entire place,22,2019-06-16,1.98,98,26.4,0.7890288616277249,40.71295,-73.94459,Brooklyn,Williamsburg,1
27629538,100.0,4.0755234080582685,2018-10-29,Artsy 1 bedroom Apartment Steps to Subway,2886359,David,Entire place,5,2019-05-04,0.63,0,6.0,0.7143547820779881,40.67864,-73.91546,Brooklyn,Bedford-Stuyvesant,1
27632141,59.0,4.6375350031072875,2018-12-13,"Cozy BK Home,Near JMZ lines,15-25 min to Manhattan",70997341,Kriti,Private room,26,2019-06-18,2.39,0,31.2,0.8927782340976913,40.69768,-73.93511,Brooklyn,Bushwick,1
27635012,140.0,3.732096851196761,2018-11-27,East Village duplex with private roof access!,26825592,Jeff,Entire place,19,2019-06-02,1.76,18,22.8,0.6663967622635517,40.73028,-73.98165,Manhattan,East Village,1
27636889,245.0,3.895777589162344,2018-12-20,Pure luxury one bdrm + sofa bed on Central Park,5790236,Clay,Entire place,33,2019-06-25,3.14,262,39.6,0.7846292568178154,40.78837,-73.96821,Manhattan,Upper West Side,1
27637755,150.0,4.234359270719291,2019-01-02,Unfinished basement unit under private house,64450303,Elizabeth,Entire place,97,2019-07-08,8.87,7,116.4,0.6802336665966875,40.62776,-73.94136999999998,Brooklyn,Flatlands,1
27649901,55.0,4.7056528428452555,2018-12-18,Beautiful Private Room in BK,208634617,Anne& Peter,Private room,27,2019-06-23,2.47,346,32.4,0.8267404364872313,40.69197,-73.94051999999998,Brooklyn,Bedford-Stuyvesant,1
27660427,80.0,4.797685065633328,2018-12-18,FORDHAM DELUXE,199070207,Oscar,Private room,24,2019-06-23,2.91,72,28.8,0.8204155292970119,40.863,-73.90661,Bronx,Kingsbridge,1
27676268,85.0,3.529936568927444,2018-12-09,Large room w/ attached bath in heart of Flushing,205745676,Liqin,Private room,31,2019-06-14,2.81,337,37.2,0.7305859415631877,40.75828,-73.82145,Queens,Flushing,1
27677746,120.0,4.724553950943025,2018-11-30,Private floor / bedroom/ bathroom + TERRACE!,3598079,Kristina,Private room,12,2019-06-05,1.11,0,14.4,0.8311738594523963,40.75453,-73.96840999999998,Manhattan,Midtown,1
27678012,63.0,4.448618439066064,2018-09-24,"Private Room in PRIME Williamsburg, Brooklyn",56546581,Moné,Private room,2,2019-03-30,0.52,0,2.4,0.7533406821244211,40.71877,-73.96093,Brooklyn,Williamsburg,1
27678634,75.0,4.3821321369044615,2018-12-23,Brooklyn Chill & Explore,105828180,Guy,Private room,57,2019-06-28,5.52,81,68.39999999999999,0.7621346292712763,40.66872,-73.95343000000003,Brooklyn,Crown Heights,1
27681015,172.0,3.027388875586692,2018-12-08,Amazing 3BR/2Bath Apt in the coolest Brooklyn Spot,118226205,Sahar,Entire place,32,2019-06-13,3.12,78,38.4,0.6366445132514238,40.71582,-73.94191,Brooklyn,Williamsburg,1
27681710,45.0,4.8054775833246826,2019-01-01,"Private room W/ private bathroom, shower, balcony",208260240,Stan,Private room,1,2019-07-07,1.0,39,1.2,0.683620977763666,40.58087,-73.95974,Brooklyn,Brighton Beach,1
27681714,54.0,3.9591603353270095,2018-12-16,"Studio in our home Jamaica, Queens 17Min JFK",208946050,Daphnee/Allan,Entire place,45,2019-06-21,4.18,12,54.0,0.7689450072018702,40.69576,-73.78867,Queens,Jamaica,1
27682748,50.0,4.288438313506776,2018-12-26,Child Friendly Cat Lovers Apartment,3800338,Marie,Private room,2,2019-07-01,2.0,77,2.4,0.6739410057074057,40.64599000000001,-73.95985999999998,Brooklyn,Flatbush,1
27689960,45.0,3.8917114339731977,2018-12-16,Cozy Room in a Brooklyn Apartment,4415812,Stephanie,Private room,24,2019-06-21,2.44,4,28.8,0.6428777806356567,40.64011,-73.95773,Brooklyn,Flatbush,1
27693410,37.0,4.3842053237789615,2018-10-22,Princess Palace Purple,44469259,Layla,Private room,44,2019-04-27,4.04,1,52.8,0.6238492875603908,40.69309000000001,-73.93051,Brooklyn,Bedford-Stuyvesant,1
27695755,57.0,3.2055869843417817,2018-11-27,7mins to subway-28 mins Manhattan (3),158407820,Omar,Private room,21,2019-06-02,1.94,125,25.2,0.7718855956517571,40.75375,-73.90037,Queens,Woodside,1
27697082,155.0,4.804929127213876,2018-12-07,Manhattan white room. Walk to central park,98260543,Ley,Private room,13,2019-06-12,1.25,312,15.6,0.8778151063880231,40.76988,-73.95352,Manhattan,Upper East Side,1
27700747,36.0,3.2218206815450685,2018-12-02,Beach-side basement media room,145245549,Dawid,Private room,18,2019-06-07,1.67,178,21.6,0.6182276183433111,40.56629,-74.10331,Staten Island,New Dorp Beach,1
27704612,159.0,4.1596100355749215,2018-12-28,Beautiful Historic Townhouse w/ Backyard(Duplex),1213248,Laurence,Entire place,31,2019-07-03,3.07,358,37.2,0.6509373971510372,40.80722,-73.9491,Manhattan,Harlem,1
27706929,125.0,3.740614542453983,2018-12-30,"Comfy, Beautiful Apt with Breakfast Included",207381668,Deborah/Aston,Entire place,43,2019-07-05,4.13,95,51.6,0.7339796474224485,40.67661,-73.87488,Brooklyn,East New York,1
27707562,60.0,3.59379983528982,2018-11-13,Pleasant Place 5 mins away from JFK Airport,61688262,Paula,Private room,12,2019-05-19,1.14,341,14.4,0.6815044648220104,40.66333,-73.7661,Queens,Springfield Gardens,1
27712922,136.0,4.3551455180324234,2018-12-30,Bay Ridge Bklyn entire spacious Basement Apartment,69476664,Alkhadher,Entire place,24,2019-07-05,2.26,130,28.8,0.6025101372982921,40.63895,-74.02599000000002,Brooklyn,Bay Ridge,1
27723558,60.0,4.179538487192613,2018-12-01,Awesome Private Room Big Windows,24762401,Dee Daisy And Peter,Private room,27,2019-06-06,2.7,319,32.4,0.6325045156525623,40.69085,-73.95079,Brooklyn,Bedford-Stuyvesant,1
27725029,110.0,4.887908451429023,2018-12-30,Park Avenue Haven,14760734,Anna,Private room,35,2019-07-05,3.9,90,42.0,0.8578816244276021,40.78954,-73.95076,Manhattan,East Harlem,1
27727442,60.0,4.918183524376395,2018-12-23,Williamsburg Proper,9761047,Anika,Private room,29,2019-06-28,3.19,61,34.8,0.9237270017187876,40.71532,-73.96209,Brooklyn,Williamsburg,1
27729476,90.0,4.271559389500653,2018-12-10,Spacious bedroom suite in Brooklyn brownstone,209350565,Jeff,Private room,52,2019-06-15,4.92,0,62.4,0.7742472474296364,40.67754,-73.94824,Brooklyn,Crown Heights,1
27732417,99.0,3.802262981434336,2018-12-30,"Brooklyn /Private Bedroom & bathroom,  3 Guests",209374833,Candia,Private room,19,2019-07-05,4.96,41,22.8,0.6589329533415322,40.66678,-73.96148000000002,Brooklyn,Crown Heights,1
27733542,40.0,4.620918082593135,2018-02-23,Spacious room in awesome Bushwick townhouse,6591232,Sebastien,Private room,1,2018-08-29,0.1,0,1.2,0.7014135742356296,40.69194,-73.92352,Brooklyn,Bushwick,1
27735701,60.0,3.207492863828729,2018-12-05,Beautiful cozy apt in Manhattan,209386156,Abraham,Shared room,28,2019-06-10,2.58,120,33.6,0.7372035394356927,40.80033,-73.941,Manhattan,East Harlem,1
27737158,180.0,4.897215178505847,2018-12-26,☆ 2 Bedroom Apartment - Minutes from Times Square!,209405908,Louis,Entire place,41,2019-07-01,4.73,30,49.2,0.918713274410878,40.75611,-73.9937,Manhattan,Hell's Kitchen,1
27751020,60.0,4.416155259211108,2018-05-03,"Bedroom in Brooklyn Apt, close to Prospect Park!",74569188,Luz Carime,Private room,3,2018-11-06,0.32,0,3.6,0.626697179222559,40.64815,-73.96862,Brooklyn,Flatbush,1
27753677,75.0,4.212241508486382,2018-12-25,Private Bedroom Free parking 10 min to Manhattan,11365400,Rojé,Private room,91,2019-06-30,8.56,0,109.2,0.6433675367517555,40.73674000000001,-73.92973,Queens,Long Island City,1
27754177,75.0,4.254432318503048,2018-12-25,West Village dream location room,12926593,Catarina,Private room,2,2019-06-30,0.21,56,2.4,0.6827790795191163,40.73202,-74.00348000000002,Manhattan,West Village,1
27758379,290.0,3.836719642640775,2018-10-23,"Spacious, Quiet Apt- Heart of West Village",52889401,Teen,Entire place,9,2019-04-28,0.87,41,10.8,0.7119612197650604,40.73223,-74.00499,Manhattan,West Village,1
27758562,135.0,3.815001721676988,2018-12-11,LARGE Private Room next to the Empire State,209549523,Mariluz,Private room,70,2019-06-16,7.24,0,84.0,0.6708465139238893,40.74906,-73.98454,Manhattan,Midtown,1
27760799,50.0,3.2646196345981,2018-12-22,Christina’s home,209372017,Christina,Private room,24,2019-06-27,2.24,163,28.8,0.6128616791235192,40.8546,-73.86785,Bronx,Bronxdale,1
27761683,55.0,3.872195450437411,2018-12-17,"Clean Cozy Room, Queens-5 min walk to subway (R/M)",199524563,Bei,Private room,25,2019-06-22,2.37,38,30.0,0.6665269882114747,40.72678,-73.86218000000002,Queens,Rego Park,1
27762497,149.0,3.7441849309175694,2018-12-17,*NYC Central Park* Entire Floor with Great Privacy,205390315,Yu,Entire place,32,2019-06-22,3.07,96,38.4,0.6724655171100027,40.79689000000001,-73.96289,Manhattan,Upper West Side,1
27763793,200.0,3.341571294617943,2018-09-26,Hell’s Kitchen Apartment,15485954,Bryan,Entire place,29,2019-04-01,2.79,0,34.8,0.75168737299336,40.76315,-73.99235,Manhattan,Hell's Kitchen,1
27773847,250.0,3.467589601293767,2018-10-16,Perfect NYC Hell’s Kitchen Duplex Apartment!,129263359,Ashley,Entire place,1,2019-04-21,0.38,9,1.2,0.6845260656705138,40.76398,-73.99087,Manhattan,Hell's Kitchen,1
27776926,40.0,3.937526114142785,2018-04-07,★☆Sunnyside☆-Locals' favorite neighbor for living-,43044876,Haruhisa,Private room,1,2018-10-11,0.11,0,1.2,0.6612903411389004,40.73998,-73.92619,Queens,Sunnyside,1
27782761,65.0,3.8289136334052127,2018-05-29,Best of both world  city and safety easy to get,15486514,Nathan,Private room,3,2018-12-02,0.29,0,3.6,0.7548535025323024,40.83581,-73.85864000000002,Bronx,Parkchester,1
27782948,66.0,3.8788760969920255,2018-06-29,Private room in trendy Williamsburg,20448671,Kandi,Private room,6,2019-01-02,0.66,173,7.1999999999999975,0.7397282355250065,40.7098,-73.9418,Brooklyn,Williamsburg,1
27784090,75.0,4.99043326202422,2018-08-21,Large Williamsburg room with private deck,20448671,Kandi,Private room,16,2019-02-24,1.55,215,19.2,0.8607229088234296,40.70936,-73.9437,Brooklyn,Williamsburg,1
27786365,45.0,3.6194218938754728,2018-05-30,Good vibes a block from the J,44469259,Layla,Private room,1,2018-12-03,0.14,0,1.2,0.7731078047291416,40.69331,-73.93030999999998,Brooklyn,Bedford-Stuyvesant,1
27804120,65.0,3.741597797565003,2018-04-29,Large sunny pvt room 10 mins from Times sq. 63F3,190921808,John,Private room,2,2018-11-02,0.23,361,2.4,0.6934309121206539,40.75393,-73.99633,Manhattan,Hell's Kitchen,1
27817851,140.0,4.235022028702602,2018-12-04,A Nice Room For Unique people,152246149,Catherine,Private room,31,2019-06-09,3.01,365,37.2,0.6613080853997787,40.82952,-73.82818,Bronx,Throgs Neck,1
27831928,400.0,3.2413240270333814,2018-09-25,Charming 3bed/2ba Downtown/LES,210170222,Anastasia,Private room,6,2019-03-31,0.87,67,7.1999999999999975,0.675850895851686,40.71815,-73.98213,Manhattan,Lower East Side,1
27835546,100.0,3.5079190926311914,2018-11-14,"Cute, Cozy Private One-Bed in Crown Heights",143952234,Aaron,Entire place,5,2019-05-20,0.52,0,6.0,0.7888409300371413,40.67182,-73.94445999999998,Brooklyn,Crown Heights,1
27836216,55.0,4.199284105515226,2018-03-18,Sunny Room in modern building in Bushwick,13098292,Raisa,Private room,4,2018-09-21,0.39,0,4.8,0.6437132625469599,40.69961,-73.93138,Brooklyn,Bushwick,1
27849339,349.0,3.996001391549158,2018-12-16,~Flatiron 2 Bedroom~Amazing Location~Sleeps 6~,209556739,Ryan,Entire place,32,2019-06-21,3.04,255,38.4,0.7622715168466366,40.74478,-73.98442,Manhattan,Midtown,1
27853549,180.0,4.6566015074407545,2018-06-27,NYC Chelsea Luxury Modern Studio,5064974,Alice,Entire place,5,2018-12-31,0.56,0,6.0,0.6602896328730795,40.73918,-73.99753,Manhattan,Chelsea,1
27853696,66.0,3.578996355492569,2018-04-03,Spacious Bright Private Bedroom In Williamsburg!!!,127056976,Ali,Private room,3,2018-10-07,0.31,0,3.6,0.6633871790606495,40.71407,-73.93856,Brooklyn,Williamsburg,1
27855899,199.0,3.69046770655127,2018-10-30,"large, stylish, airy East Village loft apartment!",3809729,Yemisi,Entire place,7,2019-05-05,0.69,0,8.4,0.6249353410465692,40.72307,-73.98369,Manhattan,East Village,1
27866657,39.0,3.130934415287326,2018-08-15,Affordable bedroom in Brooklyn townhouse.,101498908,Julie,Private room,2,2019-02-18,0.19,0,2.4,0.7213368029280095,40.6504,-73.95011,Brooklyn,East Flatbush,1
27875757,150.0,3.8178920684897646,2018-11-12,Sun-Drenched  Perch in Charming Brownstone,210578372,Joyce,Entire place,9,2019-05-18,0.87,0,10.8,0.7678225520097439,40.68112,-73.99296,Brooklyn,Carroll Gardens,1
27876546,59.0,4.672578373594335,2018-12-14,Aqua Room East Williamsburg (15 min to Manhattan),210019212,Holden,Private room,33,2019-06-19,3.14,28,39.6,0.8853930712827957,40.70777,-73.92115,Brooklyn,Bushwick,1
27876600,248.0,3.3662008962205507,2018-10-11,Peaceful garden + private studio in the UES,43888084,Elena,Entire place,3,2019-04-16,0.31,100,3.6,0.682803788355055,40.78057,-73.95186,Manhattan,Upper East Side,1
27878456,77.0,4.6850329649882605,2018-12-06,Five stars room in very comfy aptm. chek this out,35660592,Luis,Private room,10,2019-06-11,0.98,354,12.0,0.8037719544744077,40.73366,-73.87651,Queens,Elmhurst,1
27891791,75.0,4.832014693496138,2018-12-25,Comfort Away from Home,205188960,Patrick,Entire place,12,2019-06-30,1.21,167,14.4,0.8515889035116831,40.6491,-73.92532,Brooklyn,East Flatbush,1
27901436,210.0,4.231861819801891,2018-08-29,Cozy apartment in midtown east,61009334,Tyler,Entire place,7,2019-03-04,0.68,0,8.4,0.6241993650396522,40.75142,-73.97049,Manhattan,Midtown,1
27902950,54.0,4.722609576906502,2018-12-18,Cozy private room in 2br apt Brooklyn,210779293,Zsanett,Private room,55,2019-06-23,5.16,59,66.0,0.842584686278847,40.63516,-74.00078,Brooklyn,Borough Park,1
27903031,75.0,3.914751207195141,2018-05-14,Prewar Gem in Middle of Everything!,7580102,(Email hidden by Airbnb),Private room,3,2018-11-17,0.31,0,3.6,0.6911387798130416,40.76399,-73.98076999999998,Manhattan,Midtown,1
27903095,39.0,4.697670210647448,2018-12-17,5 minutes walking distance to everything you need,16594445,Jasmine,Private room,22,2019-06-22,2.14,82,26.4,0.8294995311988056,40.76106,-73.8305,Queens,Flushing,1
27904413,400.0,4.0741598874863865,2018-11-21,2BD Mid-Century Union Sq Brownstone/ Gramercy Park,9021276,Colette,Entire place,7,2019-05-27,0.68,64,8.4,0.6007584765200126,40.73947,-73.9847,Manhattan,Gramercy,1
27906833,122.0,4.777475957023906,2018-12-19,Simple and cozy studio apartment in Williamsburg,66744930,Lana,Entire place,18,2019-06-24,1.87,61,21.6,0.8701169811589827,40.71207,-73.95784,Brooklyn,Williamsburg,1
27907554,65.0,4.3876202972632505,2018-11-13,Quiet and clean room in the heart of Brooklyn,39285391,Siham,Private room,42,2019-05-19,3.99,67,50.4,0.625182537014927,40.68613,-73.92349,Brooklyn,Bedford-Stuyvesant,1
27909175,70.0,3.4605048129762697,2018-12-23,Heart of Harlem,174663454,Anthony J,Private room,47,2019-06-28,4.45,10,56.4,0.7208468227991922,40.80672,-73.94993000000002,Manhattan,Harlem,1
27911463,55.0,3.823320175664621,2018-11-16,"Pvt Single Bed 10 min from JFK, Close to Manhattan",23370431,Melissa,Private room,7,2019-05-22,0.76,155,8.4,0.6363965328527353,40.71711,-73.75608000000003,Queens,Queens Village,1
27919288,90.0,3.793596820157796,2018-11-26,Bright and cheery room in Harlem,12358203,Rachel Leigh,Private room,20,2019-06-01,2.05,6,24.0,0.7639807569497383,40.82996,-73.94714,Manhattan,Harlem,1
27925678,54.0,4.891857642027267,2018-04-23,Large cozy bedroom close to Times Square 43D4,194535003,John,Private room,2,2018-10-27,0.23,352,2.4,0.7832182954155025,40.75537,-73.995,Manhattan,Hell's Kitchen,1
27926502,177.0,3.016224297248796,2018-12-26,Cozy Greenpoint Railroad Apartment,5649853,Flannery,Entire place,23,2019-07-01,2.28,214,27.6,0.6679672651930604,40.73473,-73.95776,Brooklyn,Greenpoint,1
27927068,150.0,4.08501108455857,2018-11-22,Designer Beach House Studio in Williamsburg,8171440,Geoffrey,Entire place,17,2019-05-28,1.68,0,20.4,0.6157228372797056,40.71286,-73.95898000000003,Brooklyn,Williamsburg,1
27927147,50.0,3.4755607284564705,2018-12-25,Private Room w/ Private Shower,2702372,Esther,Private room,12,2019-06-30,1.16,41,14.4,0.7597169310752445,40.64614,-74.0064,Brooklyn,Sunset Park,1
27929389,75.0,4.6711862747774,2018-11-25,Gracious Spacious Bushwick Loft,112545065,Diana,Private room,4,2019-05-31,1.43,64,4.8,0.7184072435863917,40.69852,-73.92428000000002,Brooklyn,Bushwick,1
27930717,70.0,4.628274141860414,2018-03-21,Charming and cozy bedroom - close to Manhattan,34817471,Maxime,Private room,3,2018-09-24,0.29,0,3.6,0.6737275376987847,40.7583,-73.93294,Queens,Long Island City,1
27933214,97.0,4.049802327031055,2018-12-25,Beautiful Studio in Brooklyn,138086216,Eli,Entire place,25,2019-06-30,2.68,148,30.0,0.6752604829658383,40.62299,-73.90501,Brooklyn,Bergen Beach,1
27933429,130.0,4.809404660555495,2018-06-28,Cute Williamsburg studio,35335572,Caleb,Entire place,1,2019-01-01,0.16,2,1.2,0.6539069180395516,40.71645,-73.95721,Brooklyn,Williamsburg,1
27933916,40.0,4.411078013895809,2018-10-30,Renovated Bathroom and floor with PRIVATE Backyard,204704622,Momoyo,Private room,2,2019-05-05,0.24,0,2.4,0.6335246328851238,40.74131,-73.89774,Queens,Woodside,1
27934322,38.0,4.375054235955422,2018-12-14,5min to metro - Cozy and Bright - Shared Kitchen,154981576,Bedly Bushwick,Private room,3,2019-06-19,0.36,7,3.6,0.671450494400151,40.70117,-73.91083,Queens,Ridgewood,1
27935369,44.0,4.8173760808866835,2018-05-29,Cozy super private room in Brooklyn!,2510754,Marina,Private room,2,2018-12-02,0.2,0,2.4,0.6133206136553218,40.67508,-73.94242,Brooklyn,Crown Heights,1
27937564,130.0,4.2330727799184515,2018-11-30,Idyllic West Village Bedroom - Private Room,3571431,Julianne,Private room,4,2019-06-05,0.41,117,4.8,0.6772582250027767,40.73086,-74.00498,Manhattan,West Village,1
27949286,80.0,3.272423189466111,2018-05-20,High Ceiling + Sunny Brooklyn loft experience  :D!,211115242,Hardik,Private room,16,2018-11-23,1.54,0,19.2,0.7837890218673657,40.7018,-73.89643000000002,Queens,Ridgewood,1
27949417,200.0,4.551477181250794,2018-10-02,"Private room in TRIBECA Loft, elevator into apt!",50288091,Daniel,Private room,3,2019-04-07,0.84,0,3.6,0.7018830301672251,40.71392,-74.00754,Manhattan,Tribeca,1
27952152,36.0,3.998802475031864,2018-11-26,Ladies bedroom Bed 1,119669058,Melissa,Shared room,15,2019-06-01,1.45,365,18.0,0.6127489397405881,40.69425,-73.95668,Brooklyn,Bedford-Stuyvesant,1
27952837,45.0,4.809216227149959,2018-02-27,Huge private room in a Brooklyn Brownstone,13208084,Sheki,Private room,1,2018-09-02,0.1,143,1.2,0.6659940333993588,40.67818,-73.94709,Brooklyn,Crown Heights,1
27959826,60.0,4.840413611789487,2018-11-28,Spacious room in Brooklyn by the subway!,79489045,ZhongJei,Private room,1,2019-06-03,0.81,53,1.2,0.6180397694112508,40.64423,-73.99686,Brooklyn,Borough Park,1
27967580,39.0,3.6257976286394302,2018-11-04,"Lovely Room in Sunnsyide, 15 min ride to Manhattan",137358866,Kazuya,Private room,3,2019-05-10,0.31,251,3.6,0.7502226730012618,40.73759,-73.92126999999998,Queens,Sunnyside,1
27975978,31.0,4.169859810938494,2018-03-27,"J- *LUXURY SHARED ROOM AC FREE WIFI CABLE, GARDEN",8814258,Nikole,Shared room,1,2018-09-30,0.11,365,1.2,0.6941904565650578,40.6726,-73.79566,Queens,South Ozone Park,1
27978257,90.0,3.9063830191030986,2018-10-02,1BR/Studio Superb for a professional (Hidden by Airbnb) Home,28190490,H,Entire place,6,2019-04-07,0.56,3,7.1999999999999975,0.6604880280253513,40.75435,-73.99744,Manhattan,Hell's Kitchen,1
27982303,400.0,4.3679479101812095,2018-06-29,Isaac apartament,70007560,Juan,Entire place,1,2019-01-02,0.16,7,1.2,0.7281332309359932,40.79236,-73.94689,Manhattan,East Harlem,1
27993571,150.0,3.105346687164203,2018-03-08,QUIET MASTER BEDROOM,1100212,Maria C.,Private room,1,2018-09-11,0.1,26,1.2,0.747072881032461,40.68636,-73.91331,Brooklyn,Bushwick,1
